"Title";"Bedrooms";"Bathrooms";"Floor_no";"Occupancy_status";"Floor_area";"City";"price_in_taka";"Location";"price_per_sqft"
"CHECKOUT THIS 1050 SQ FT RESIDENTIAL FLAT FOR SALE IN MIRPUR";3;2;4;"VACANT";1050;"DHAKA";5500000;"AHMED NAGAR, MIRPUR";5238.0952
"CHECKOUT THIS 1174 SQUARE FEET RESIDENTIAL APARTMENT FOR SALE AT GAZIPUR SADAR UPAZILA";3;3;8;"VACANT";1174;"GAZIPUR";4696000;"SHIMULTOLY, GAZIPUR SADAR UPAZILA";4000.0
"CHECKOUT THIS 1185 SQUARE FEET RESIDENTIAL APARTMENT UP FOR SALE AT GAZIPUR SADAR UPAZILA";3;3;9;"VACANT";1185;"GAZIPUR";4740000;"SHIMULTOLY, GAZIPUR SADAR UPAZILA";4000.0
"CHECKOUT THIS 1340 SQ FT APARTMENT UP FOR SALE IN 22 NO. ENAYET BAZAAR WARD";3;3;6;"VACANT";1340;"CHATTOGRAM";7370000;"JUBILEE ROAD, 22 NO. ENAYET BAZAAR WARD";5500.0
"CHECKOUT THIS 1433 SQ FT APARTMENT FOR SALE IN BAKALIA";3;3;2;"VACANT";1433;"CHATTOGRAM";9887700;"DEWAN BAZAR, BAKALIA";6900.0
"CHECKOUT THIS 1500 SQ FT FLAT FOR SALE IN MIRPUR-6";3;3;8;"VACANT";1500;"DHAKA";11500000;"SECTION 6, MIRPUR";7666.6667
"CHECKOUT THIS 1549 SQ FT FLAT FOR SALE AT DOUBLE MOORING, SOUTH AGRABAD";3;3;2;"VACANT";1549;"CHATTOGRAM";7200000;"SOUTH AGRABAD, DOUBLE MOORING";4648.1601
"CHECKOUT THIS 1800 SQUARE FEET FLAT UP FOR SALE AT NASIRABAD, RAHMAN NAGAR";3;4;6;"VACANT";1800;"CHATTOGRAM";12500000;"NASIRABAD, BAYAZID";6944.4444
"CHECKOUT THIS 2060 SQUARE FEET FLAT AVAILABLE FOR SALE IN BASHUNDHARA R-A, BLOCK J";3;3;6;"VACANT";2060;"DHAKA";18540000;"BLOCK J, BASHUNDHARA R-A";9000.0
"CHECKOUT THIS 915 SQ FT FLAT AVAILABLE FOR SALE IN KANDIRPAR";2;2;7;"VACANT";915;"CUMILLA";4700000;"MANOHARPUR, KANDIRPAR";5136.612
"CHECKOUT THIS INCREDIBLE 1665 SQ FT FLAT WITH GREAT FEATURES, UP FOR SALE IN SHOLOKBAHAR";3;3;9;"VACANT";1665;"CHATTOGRAM";7000000;"ABDUL HAMID ROAD, SHOLOKBAHAR";4204.2042
"CHOOSE THIS 1030 SQUARE FEET FLAT FOR SALE IN KANDIRPAR, AK FAZLUL HAQ ROAD";3;2;8;"VACANT";1030;"CUMILLA";3914000;"AK FAZLUL HAQ ROAD, KANDIRPAR";3800.0
"CHOOSE THIS 1550 SQ FT APARTMENT READY FOR SALE IN AFTAB NAGAR, BLOCK A";3;3;7;"VACANT";1550;"DHAKA";11500000;"BLOCK A, AFTAB NAGAR";7419.3548
"CHOOSE THIS 1900 SQ FT APARTMENT TO LIVE IN, UP FOR SALE IN 10 NO. NORTH KATTALI WARD";4;4;7;"VACANT";1900;"CHATTOGRAM";8930000;"PROSHANTI R/A, 10 NO. NORTH KATTALI WARD";4700.0
"CHOOSE YOUR DESTINATION AT 1080 SQ FT FLAT WHICH IS AVAILABLE FOR SALE IN THAKUR PARA NEAR TO MODINA JAME MASJID";3;2;6;"VACANT";1080;"CUMILLA";4100000;"THAKUR PARA ROAD, THAKUR PARA";3796.2963
"CHOOSE YOUR DESTINATION AT 1400 SQ FT FLAT WHICH IS AVAILABLE FOR SALE IN NORTH PAHARTALI NEAR FEROZSHAH COLONY GOVERNMENT PRIMARY SCHOOL";3;3;1;"VACANT";1400;"CHATTOGRAM";7000000;"LAKE VALLEY R/A, 9 NO. NORTH PAHARTALI WARD";5000.0
"CHOOSE YOUR DESTINATION AT THIS NICE FLAT WHICH IS AVAILABLE FOR SALE IN UTTARA NEAR UTTARA MODEL TOWN POST OFFICE";3;3;4;"VACANT";1500;"DHAKA";8800000;"SECTOR 3, UTTARA";5866.6667
"CHOOSE YOUR DESTINATION, 1100 SQ FT FLAT WHICH IS AVAILABLE FOR SALE IN MIRPUR NEAR TO LIFE AID SPECIALIZED HOSPITAL";3;2;4;"VACANT";1100;"DHAKA";4950000;"MIDDLE MONIPUR, MIRPUR";4500.0
"CHOOSE YOUR DESTINATION, 1150 SQ FT APARTMENT WHICH IS AVAILABLE TO SALE IN DOUBLE MOORING";3;2;2;"VACANT";1150;"CHATTOGRAM";6200000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5391.3043
"CHOOSE YOUR DESTINATION, 1200 SQ FT FLAT WHICH IS AVAILABLE FOR SALE IN AHMED NAGAR";3;3;5;"VACANT";1200;"DHAKA";5500000;"AHMED NAGAR, MIRPUR";4583.3333
"CLOSE TO AL-HAJ YAKUB ALI GIRLS HIGH SCHOOL &AMP; COLLEGE A 1550 SQUARE FEET RESIDENTIAL APARTMENT FOR SALE";3;3;3;"VACANT";1550;"CHATTOGRAM";7750000;"25 NO. RAMPUR WARD, DOUBLE MOORING";5000.0
"CLOSE TO EAST MADARBARI CITY CORPORATION GIRLS HIGH SCHOOL A 1270 SQUARE FEET RESIDENTIAL APARTMENT FOR SALE.";3;3;3;"VACANT";1270;"CHATTOGRAM";6604000;"MAJHIRGHAT ROAD, 30 NO. EAST MADARBARI WARD";5200.0
"CLOSE TO INDIAN EMBASSY, AN APARTMENT OF 3 BEDROOMS FOR SALE IS AVAILABLE IN KHULSHI";3;3;4;"VACANT";1600;"CHATTOGRAM";10000000;"HABIB LANE, KHULSHI";6250.0
"CLOSE TO KHILKHET BAZAR MASJID A 951 SQ.FT FLAT FOR SALE AT DUMNI .";2;2;2;"VACANT";951;"DHAKA";2472600;"BAZAR ROAD, DUMNI";2600.0
"CLOSE TO MAJID SAWDAGOR MASJID 1685 SQ FT APARTMENT TO SALE IN BAKALIA";3;3;1;"VACANT";1685;"CHATTOGRAM";9267500;"DEWAN BAZAR, BAKALIA";5500.0
"CLOSE TO MIRPUR 10 BLOCK C WATER TANK A 1518 SQUARE FEET RESIDENTIAL APARTMENT FOR SALE";4;3;6;"VACANT";1518;"DHAKA";10000000;"SECTION 10, MIRPUR";6587.6153
"CLOSE TO RAILWAY WORKSHOP GATE JAME MOSQUE THIS 900 SQ.FT RESIDENTIAL APARTMENT FOR SALE";2;2;1;"VACANT";900;"CHATTOGRAM";4500000;"AMBAGAN ROAD, RAILWAY COLONY";5000.0
"CLOSE TO SHADHINOTA SHARANI JAME MASJID, AN APARTMENT FOR SALE IS AVAILABLE IN BADDA.";3;3;1;"VACANT";1100;"DHAKA";6050000;"UTTAR BADDA, BADDA";5500.0
"CLOSE TO UTTARA RESIDENTIAL AREA JAME MASJID, AN APARTMENT FOR SALE IS AVAILABLE IN DOUBLE MOORING";3;3;7;"VACANT";1175;"CHATTOGRAM";4700000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";4000.0
"COMFORTABLE AND NICELY PLANNED 1530 SQ FT FLAT IN SHEGUNBAGICHA FOR SALE";3;3;9;"VACANT";1530;"DHAKA";15500000;"TOPKHANA ROAD, SHEGUNBAGICHA";10130.719
"COMFORTABLE FLAT IS UP FOR SALE IN PALLABI NEARBY CITY CLUB GROUND";3;3;5;"VACANT";1200;"DHAKA";7500000;"PALLABI, MIRPUR";6250.0
"COMMODIOUS 1590 SQ FT FLAT FOR SALE IN BANASREE";3;3;6;"VACANT";1590;"DHAKA";11200000;"BLOCK B, BANASREE";7044.0252
"COMMODIOUS 1621 SQ FEET FLAT FOR SALE AT MURADPUR.";3;3;4;"OCCUPIED";1621;"CHATTOGRAM";10500000;"MIRZAPUL ROAD, MURADPUR";6477.483
"COMMODIOUS 2000 SQ FEET RESIDENTIAL APARTMENT FOR SALE IN BAYAZID";3;5;11;"VACANT";2000;"CHATTOGRAM";13000000;"NASIRABAD, BAYAZID";6500.0
"COMMODIOUS 2280 SQ FT READY FLAT FOR SALE IN BAGMONIRAM";3;4;4;"VACANT";2280;"CHATTOGRAM";22000000;"MEHIDIBAG ROAD, 15 NO. BAGMONIRAM WARD";9649.1228
"COMPLETELY SUITABLE AND READY FLAT OF 1050 SQ FT FOR SALE IN KALLYANPUR";3;3;6;"VACANT";1050;"DHAKA";8200000;"KALLYANPUR, MIRPUR";7809.5238
"COMPLETELY SUITABLE AND READY FLAT OF 1350 SQ FT IS UP FOR SALE IN NEW MONSURABAD";3;3;1;"VACANT";1350;"CHATTOGRAM";6831000;"10 NO. NORTH KATTALI WARD";5060.0
"CONSTRUCT YOUR RELAXING DAYS IN THIS 1250 SQ FT RESIDENTIAL FLAT FOR SALE IN MIRPUR-2";3;3;5;"VACANT";1250;"DHAKA";7000000;"SECTION 2, MIRPUR";5600.0
"CONTACT US TO BUY 1428 SQ FT HOME WHICH IS NOW AVAILABLE IN SABUJBAG FOR SALE";3;3;5;"VACANT";1428;"CHATTOGRAM";4998000;"SABUJBAG, HALISHAHAR";3500.0
"CONTACT US TO BUY THIS 2700 SQ FT HOUSE WHICH IS NOW AVAILABLE IN BASHUNDHARA R-A";4;4;3;"VACANT";2700;"DHAKA";26500000;"BLOCK K, BASHUNDHARA R-A";9814.8148
"CONTACT US TO GET 1350 SQ FT FLAT WHICH IS NOW AVAILABLE IN JAMAL KHAN FOR SALE";3;3;11;"VACANT";1350;"CHATTOGRAM";9450000;"MOMIN ROAD, JAMAL KHAN";7000.0
"CONTACT US TO GET 1500 SQ FT FLAT WHICH IS NOW AVAILABLE IN DOUBLE MOORING, FOR SALE";3;3;6;"VACANT";1500;"CHATTOGRAM";8300000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5533.3333
"CONVENIENT 1222 SQ FT IS NOW FOR SALE IN KADAMTALI, DOUBLE MOORING";3;3;5;"VACANT";1222;"CHATTOGRAM";4888000;"23 NO. NORTH PATHANTOOLY WARD, DOUBLE MOORING";4000.0
"CONVENIENT 800 SQUARE FEET APARTMENT FOR SALE IN DHANMONDI";2;2;6;"VACANT";800;"DHAKA";6950000;"NORTH CIRCULAR ROAD, DHANMONDI";8687.5
"CONVENIENT APARTMENT IS UP FOR SALE IN SHYAMOLI, NEAR SHYAMOLI CLUB PLAYGROUND";3;3;9;"VACANT";1625;"DHAKA";11000000;"RING ROAD, SHYAMOLI";6769.2308
"CONVENIENT FLAT IS UP FOR SALE IN MOHAMMADPUR, NEAR TO BRAC BANK LIMITED | ATM BOOTH";2;2;5;"VACANT";830;"DHAKA";4700000;"PC CULTURE HOUSING, MOHAMMADPUR";5662.6506
"CONVENIENT FLAT IS UP FOR SALE IN RAMPURA NEARBY RUPALI BANK LIMITED, RAMPURA BRANCH";3;3;2;"VACANT";1425;"DHAKA";9000000;"EAST RAMPURA, RAMPURA";6315.7895
"COUNT YOUR CALM DAYS IN THIS 1000 SQ FT COZY FLAT FOR SALE IN GAZIPUR";2;2;6;"VACANT";1000;"GAZIPUR";4300000;"CHANDANA, GAZIPUR SADAR UPAZILA";4300.0
"COVERING 1020 SQ FT SPACE A FLAT IS UP FOR SALE IN MOGHULTOLI NEARBY SHAH SUJA MASJID";2;2;7;"VACANT";1020;"CUMILLA";4080000;"SHAH SHUJA MOSQUE ROAD, MOGHULTOLI";4000.0
"COVERING 1080 SQ FT SPACE A FLAT IS UP FOR SALE IN JOYDEBPUR NEARBY JANNATUL MAWA JAME MOSJID";3;2;6;"VACANT";1080;"GAZIPUR";4320000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"COVERING 1204 SQ FT SPACE A NICE FLAT IS READY TO SALE IN MIRPUR";3;3;6;"VACANT";1204;"DHAKA";7500000;"AHMED NAGAR, MIRPUR";6229.2359
"COVERING 1250 SQ FT SPACE A FLAT IS UP FOR SALE IN SECTION 11, MIRPUR NEARBY MIRPUR IDEAL SCHOOL";3;3;7;"VACANT";1250;"DHAKA";8625000;"SECTION 11, MIRPUR";6900.0
"COVERING 1259 SQ FT SPACE A FLAT IS UP FOR SALE AT SHAHID BARKAT SARANI, CHANDANA";3;3;9;"VACANT";1259;"GAZIPUR";4900000;"CHANDANA, GAZIPUR SADAR UPAZILA";3891.9778
"COVERING 1300 SQ FT SPACE A FLAT IS UP FOR SALE IN UTTAR CYABITHY, GAZIPUR SADAR UPAZILA";3;3;7;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"COVERING 1360 SQ FT SPACE A FLAT IS UP FOR SALE IN BLOCK I, BASHUNDHARA R-A";3;3;6;"VACANT";1360;"DHAKA";10000000;"BLOCK I, BASHUNDHARA R-A";7352.9412
"COVERING 1438 SQ FT SPACE A FLAT IS UP FOR SALE IN THAKUR PARA NEARBY THAKURPARA JAME MASJID";3;3;5;"VACANT";1438;"CUMILLA";5033000;"SOUTH THAKUR PARA, THAKUR PARA";3500.0
"COVERING 975 SQ FT SPACE A FLAT IS UP FOR SALE IN BOCHILA";3;2;9;"VACANT";975;"DHAKA";4000000;"BOCHILA, MOHAMMADPUR";4102.5641
"COVERING WITH 1500 SQ FT SPACE A FLAT IS UP FOR SALE IN BAGICHAGAON CLOSE TO BAGICHAGAON JAME MASJID";3;3;11;"VACANT";1500;"CUMILLA";6000000;"NORTH BAGICHAGAON, BAGICHAGAON";4000.0
"COZY APARTMENT IS UP FOR SALE IN MIRPUR- 12 NEARBY AGRANI BANK LIMITED";3;3;5;"VACANT";1100;"DHAKA";6200000;"SECTION 12, MIRPUR";5636.3636
"COZY FLAT IS AVAILABLE FOR SALE IN MIRPUR NEAR TO MIRPUR ADHUNIK HOSPITAL";3;3;3;"VACANT";1400;"DHAKA";7500000;"SECTION 12, MIRPUR";5357.1429
"CREATE YOUR HOME IN A 1200 SQ FT APARTMENT FOR SALE IN MIRPUR DOHS";3;3;3;"VACANT";1200;"DHAKA";10000000;"MIRPUR DOHS, MIRPUR";8333.3333
"CREATE YOUR HOME IN A 800 SQ FT APARTMENT FOR SALE IN RUPNAGAR R/A";2;2;5;"VACANT";800;"DHAKA";5300000;"RUPNAGAR R/A, MIRPUR";6625.0
"CREATE YOUR NEW HOME IN A FLAT FOR SALE IN MIRPUR, NEAR PALLABI MOHILA DEGREE COLLEGE";2;2;2;"VACANT";905;"DHAKA";4072500;"SECTION 12, MIRPUR";4500.0
"CREATE YOUR NEW HOME IN A NICE FLAT FOR SALE IN WEST BAKALIA, NEAR MUTUAL TRUST BANK LIMITED";3;3;3;"VACANT";1470;"CHATTOGRAM";4410000;"17 NO WEST BAKALIA WARD, BAKALIA";3000.0
"CREATE YOUR NICE HOME EXPERIENCE IN THIS 1240 SQ FT APARTMENT MINGLED WITH YOUR INTEREST TO LIVE IN GAZIPUR";3;3;7;"VACANT";1240;"GAZIPUR";4960000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"DEAL WITH THIS 1030 SQ FT APARTMENT FOR SALE IN MIRPUR-7";3;2;6;"VACANT";1030;"DHAKA";6000000;"SECTION 7, MIRPUR";5825.2427
"DEAL WITH THIS 1174 SQUARE FEET RESIDENTIAL APARTMENT SET TO SALE AT SHIMULTOLY, GAZIPUR";3;3;9;"VACANT";1174;"GAZIPUR";4696000;"SHIMULTOLY, GAZIPUR SADAR UPAZILA";4000.0
"DEAL WITH THIS 1250 SQ FT FLAT FOR SALE IN 9 NO. NORTH PAHARTALI WARD";4;4;7;"VACANT";1250;"CHATTOGRAM";8600000;"KHULSHI GARDEN VIEW HOUSING SOCIETY, 9 NO. NORTH PAHARTALI WARD";6880.0
"DEAL WITH THIS 1255 SQ FT RESIDENTIAL APARTMENT FOR SALE IN KHILKHET, KHA PARA";3;3;5;"VACANT";1255;"DHAKA";6902500;"KHA PARA, KHILKHET";5500.0
"DEAL WITH THIS 1760 SQ FT READY APARTMENT UP FOR SALE IN MURADPUR";3;4;3;"VACANT";1760;"CHATTOGRAM";13120000;"NASIRABAD HOUSING SOCIETY, MURADPUR";7454.5455
"DEAL WITH THIS 1858 SQ FT APARTMENT FOR SALE AT SOUTH KHULSI";4;4;1;"VACANT";1858;"CHATTOGRAM";16000000;"SOUTH KHULSHI, KHULSHI";8611.4101
"DEAL WITH THIS 975 SQ FT FLAT UP FOR SALE IN KAZIPARA, MIRPUR";2;2;6;"VACANT";975;"DHAKA";6300000;"EAST KAZIPARA, MIRPUR";6461.5385
"DECENT 1100 SQ FT RESIDENTIAL FLAT FOR SALE IN BANASREE";3;2;1;"VACANT";1100;"DHAKA";7900000;"SOUTH BANASREE PROJECT, BANASREE";7181.8182
"DELIGHTFUL APARTMENT OF 1500 SQ FT IS AVAILABLE FOR SALE IN BAKALIA";3;2;5;"VACANT";1500;"CHATTOGRAM";9500000;"DEWAN BAZAR, BAKALIA";6333.3333
"DISCOVER YOUR IDEAL 2650 SQ FT FLAT FOR SALE IN BASHUNDHARA R-A TODAY!";4;4;1;"VACANT";2650;"DHAKA";21000000;"BLOCK A, BASHUNDHARA R-A";7924.5283
"DISCOVER YOUR IDEAL HOME: 2540 SQ FT APARTMENT UP FOR SALE IN 15 NO. BAGMONIRAM WARD";4;5;9;"VACANT";2540;"CHATTOGRAM";29210000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";11500.0
"DONÂ€™T MISS OUT ON THIS ATTRACTIVE 3 BEDROOM FLAT FOR SALE IN MIDDLE BADDA!";3;3;6;"VACANT";1388;"DHAKA";9600000;"MIDDLE BADDA, BADDA";6916.4265
"DWELL IN THIS 1350 SQ FT FLAT UP FOR SALE IN MOHAMMADPUR, KATASHUR";3;3;9;"VACANT";1350;"DHAKA";9000000;"KATASHUR, MOHAMMADPUR";6666.6667
"DWELL IN THIS 1955 SQ FT APARTMENT, WHICH IS NOW UP FOR SALE IN SHIDDHESWARI";4;4;1;"VACANT";1955;"DHAKA";25237500;"SHIDDESWARI ROAD, SHIDDHESWARI";12909.2072
"DWELL IN THIS APARTMENT OF 1380 SQ FT, PERFECT FOR YOUR CALM LIVING IN NORTH BAGICHAGAON";3;3;9;"VACANT";1380;"CUMILLA";5520000;"NORTH BAGICHAGAON, BAGICHAGAON";4000.0
"ECONOMICAL 1587 SQ FEET READY FLAT SALE AT BAYAZID CLOSE TO EAST DELTA UNIVERSITY";4;4;5;"VACANT";1587;"CHATTOGRAM";10000000;"BAYAZID NAGAR RESIDENTIAL AREA, BAYAZID";6301.1972
"EMANATE YOUR KNACK FOR GARDENING BY SELLING THIS 1470 SQ.FT FLAT AT NORTH BAGICHAGAON WITH MASSIVE BALCONIES";3;3;11;"VACANT";1470;"CUMILLA";5586000;"NORTH BAGICHAGAON, BAGICHAGAON";3800.0
"ENJOY THE PEACEFUL ATMOSPHERE OF THIS APARTMENT OF 1600 SQ FT FOR SALE IN MURADPUR";3;3;7;"VACANT";1600;"CHATTOGRAM";8000000;"CDA AVENUE, MURADPUR";5000.0
"ENSURE THIS 1450 SQ FT APARTMENT TO RESIDE IN, BY BUYING IT IN IBRAHIMPUR";3;3;6;"VACANT";1450;"DHAKA";9500000;"MONIPURI SCHOOL ROAD, IBRAHIMPUR";6551.7241
"ENVISION YOUR LIVING APPROACHES IN THIS 1240 SQ FT APARTMENT UP FOR SALE IN GAZIPUR, JOYDEBPUR";3;3;5;"VACANT";1240;"GAZIPUR";4960000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"ENVISION YOUR LIVING OPPORTUNITY IN THIS 1240 SQ FT APARTMENT UP FOR SALE IN GAZIPUR, JOYDEBPUR";3;3;6;"VACANT";1240;"GAZIPUR";4960000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"ENVISION YOUR LIVING OPPORTUNITY IN THIS APARTMENT OF 2200 SQ FT WITH NUMEROUS NOTIONS OF CONTEMPORARY INTERIOR";3;3;5;"VACANT";2200;"CHATTOGRAM";12100000;"26 NO. NORTH HALISHAHAR WARD, HALISHAHAR";5500.0
"ESTABLISH YOUR PEACE IN THIS NICE 1080 SQ FT APARTMENT FOR SALE AT JOYDEBPUR, GAZIPUR SADAR UPAZILA";3;2;6;"VACANT";1080;"GAZIPUR";4320000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"ESTABLISH YOUR PEACE IN THIS NICE 1250 SQ FT APARTMENT FOR SALE AT HILL VIEW R/A, BAYAZID";3;3;1;"VACANT";1250;"CHATTOGRAM";7000000;"HILL VIEW R/A, BAYAZID";5600.0
"ESTABLISH YOUR PEACE IN THIS NICE 1350 SQ FT APARTMENT FOR SALE AT SECTOR 5, UTTARA";3;3;1;"VACANT";1350;"DHAKA";8500000;"SECTOR 5, UTTARA";6296.2963
"ESTABLISH YOUR PEACE IN THIS NICE 1450 SQ FT APARTMENT FOR SALE AT NORTH BAGICHAGAON";3;3;9;"VACANT";1450;"CUMILLA";5800000;"NORTH BAGICHAGAON, BAGICHAGAON";4000.0
"ESTABLISH YOUR PEACE IN THIS NICE 2500 SQ FT APARTMENT FOR SALE AT ZAKIR HOSSAIN BY LANE, EAST NASIRABAD";4;4;2;"VACANT";2500;"CHATTOGRAM";12000000;"ZAKIR HOSSAIN BY LANE, EAST NASIRABAD";4800.0
"EVALUATE THIS 650 SQUARE FEET APARTMENT FOR SALE IN MIRPUR";2;2;5;"VACANT";650;"DHAKA";2400000;"SECTION 11, MIRPUR";3692.3077
"EVALUATE THIS 8000 SQ FT FULL BUILDING UP FOR SALE AT BAYAZID";22;10;1;"VACANT";8000;"CHATTOGRAM";29500000;"OXYGEN, BAYAZID";3687.5
"EVALUATE THIS AMAZING 1550 SQUARE FEET FLAT AVAILABLE FOR SALE IN JHAUTOLA";3;3;12;"VACANT";1550;"CUMILLA";6505000;"SHAHID KHAWAJA NIZAMUDDIN ROAD, JHAUTOLA";4196.7742
"EVERYTHING YOU NEED IN A HOME IS ALL RIGHT HERE IN THIS UTTAR CYABITHY FLAT WHICH IS UP FOR SALE .";3;3;3;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"EXPERIENCE THE COMFORT LIFESTYLE HERE IN THIS FAKIRAPOOL HOME";2;2;3;"VACANT";632;"DHAKA";4424000;"FAKIRAPOOL, MOTIJHEEL";7000.0
"EXPERIENCE THE ULTIMATE LUXURY LIFESTYLE HERE IN UTTARA-6, A 3218 SQ.FT HOME IS UP FOR SALE.";4;4;1;"VACANT";3218;"DHAKA";27500000;"SECTOR 6, UTTARA";8545.6805
"EXPLORE THIS 2530 SQ FT APARTMENT FOR SALE IN 15 NO. BAGMONIRAM WARD, CHATTOGRAM";4;5;7;"VACANT";2530;"CHATTOGRAM";29095000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";11500.0
"EXPRESS YOUR INDIVIDUALITY AT THIS 1300 SQ.FT APARTMENT WHICH IS VACANT FOR SALE IN THE LOCATION OF UTTAR CYABITHY .";3;3;8;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"EXPRESS YOUR INDIVIDUALITY AT THIS 1400 SQ FT APARTMENT AT BASHUNDHARA R-A CLOSE TO MARKAZUL FIQRIL ISLAMI BANGLADESH";3;3;1;"VACANT";1400;"DHAKA";12500000;"BLOCK D, BASHUNDHARA R-A";8928.5714
"EXPRESS YOUR INDIVIDUALITY AT THIS 1400 SQ.FT APARTMENT WHICH IS VACANT FOR SALE IN THE LOCATION OF JAMAL KHAN CLOSE TO ASHKAR DIGHIR PURBA PAR MASJID.";3;3;6;"VACANT";1400;"CHATTOGRAM";10000000;"SHAHID SAIFUDDIN KHALED ROAD, JAMAL KHAN";7142.8571
"EXPRESS YOUR INDIVIDUALITY AT THIS 1400 SQ.FT APARTMENT WHICH IS VACANT FOR SALE IN THE LOCATION OF SOUTH MONIPUR .";3;3;4;"VACANT";1400;"DHAKA";6300000;"SOUTH MONIPUR, MIRPUR";4500.0
"EXQUISITE FLAT FOR SALE IN ASHKONA NEARBY BANGAMATA SHEIKH FOZILATUNNESSA HIGH SCHOOL";3;2;4;"VACANT";1240;"DHAKA";8060000;"ASHKONA, DAKSHIN KHAN";6500.0
"EXQUISITE FLAT FOR SALE IN BASHUNDHARA NEARBY EBENZER INTERNATIONAL SCHOOL";3;3;1;"VACANT";1500;"DHAKA";11500000;"BLOCK D, BASHUNDHARA R-A";7666.6667
"FAIRLY LARGE APARTMENT OF 1300 SQ FT IS READY FOR SALE IN JOYDEBPUR";3;3;8;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"FAIRLY SPACIOUS APARTMENT OF 2200 SQ FT IS READY FOR SALE N 15 NO. BAGMONIRAM WARD";3;3;2;"VACANT";2200;"CHATTOGRAM";19000000;"MOHAMMED ALI ROAD, 15 NO. BAGMONIRAM WARD";8636.3636
"FAVORABLE 1128 SFT 3 BEDROOM FLAT FOR SALE IN BADDA";3;3;3;"VACANT";1128;"DHAKA";7118000;"UTTAR BADDA, BADDA";6310.2837
"FEEL REFRESHING IN THIS 1240 SQ FT APARTMENT MINGLED WITH YOUR INTEREST TO LIVE IN GAZIPUR, JOYDEBPUR";3;3;6;"VACANT";1240;"GAZIPUR";4960000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"FEEL SATISFIED LIVING IN THIS 1227 SQ FT FLAT IN BASHABO, MADARTEK";3;3;4;"VACANT";1227;"DHAKA";5800000;"MADARTEK, BASHABO";4726.9764
"FILL UP YOUR DAYS WITH ENJOYMENT BY BUYING THIS PEACEFUL FLAT OF 950 SQ FT IN MIRPUR";2;2;1;"VACANT";950;"DHAKA";4275000;"EAST SHEWRAPARA, MIRPUR";4500.0
"FIND 1020 SQ FT FLAT AVAILABLE FOR SALE IN PIRERBAG";3;2;6;"VACANT";1020;"DHAKA";6000000;"PIRERBAG, MIRPUR";5882.3529
"FIND 1200 SQ FT FLAT AVAILABLE FOR SALE IN PAIKPARA";3;3;6;"VACANT";1200;"DHAKA";5500000;"AHMED NAGAR, MIRPUR";4583.3333
"FIND 1250 SQ FT FLAT AVAILABLE FOR SALE IN BASHUNDHARA R-A";3;3;2;"VACANT";1250;"DHAKA";11500000;"BLOCK C, BASHUNDHARA R-A";9200.0
"FIND 1350 SQ FT FLAT AVAILABLE FOR SALE IN DAKSHIN KHAN";3;3;5;"VACANT";1350;"DHAKA";8000000;"WEST MOLLARTEK, DAKSHIN KHAN";5925.9259
"FIND 750 SQ FT FLAT AVAILABLE FOR SALE IN KADAMTALI";2;2;5;"VACANT";750;"DHAKA";4000000;"KADAMTALI, SHYAMPUR";5333.3333
"FIND THIS 1200 SQ FT FLAT AVAILABLE FOR SALE IN LALKUTHI, MIRPUR";3;3;5;"VACANT";1200;"DHAKA";6000000;"LALKUTHI, MIRPUR";5000.0
"FIND YOUR DESIRED APARTMENT AT THIS READY FLAT FOR SALE AT SHAHJADPUR NEARBY SHAHJADPUR MODEL GOVERNMENT PRIMARY SCHOOL";3;3;5;"VACANT";1475;"DHAKA";15550000;"SHAHJADPUR, BADDA";10542.3729
"FIND YOUR DESIRED HOME AT THIS 1750 SQ FT WELL FEATURED FLAT FOR SALE AT 25 NO. RAMPUR WARD, DOUBLE MOORING";3;3;5;"VACANT";1750;"CHATTOGRAM";9500000;"25 NO. RAMPUR WARD, DOUBLE MOORING";5428.5714
"FIND YOUR PLACE IN A 1390 SQ FT STRUCTURALLY WELL BUILT HOME FOR SALE IN PANCHLAISH";3;3;3;"VACANT";1390;"CHATTOGRAM";11000000;"KATALGONJ, PANCHLAISH";7913.6691
